symbol,name,series
PAISALO.NS,Paisalo Digital Limited,EQ
PAKKA.NS,PAKKA LIMITED,EQ
PALASHSECU.NS,Palash Securities Limited,EQ
PALREDTEC.NS,Palred Technologies Limited,BE
PANACEABIO.NS,Panacea Biotec Limited,EQ
PANACHE.NS,Panache Digilife Limited,EQ
PANAMAPET.NS,Panama Petrochem Limited,EQ
PANSARI.NS,Pansari Developers Limited,EQ
PAR.NS,Par Drugs And Chemicals Limited,EQ
PARACABLES.NS,Paramount Communications Limited,EQ
PARADEEP.NS,Paradeep Phosphates Limited,EQ
PARAGMILK.NS,Parag Milk Foods Limited,EQ
PARAS.NS,Paras Defence and Space Technologies Limited,EQ
PARASPETRO.NS,Paras Petrofils Limited,EQ
PARKHOSPS.NS,Park Medi World Limited,EQ
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,EQ
PARSVNATH.NS,Parsvnath Developers Limited,BE
PASHUPATI.NS,Pashupati Cotspin Limited,EQ
PASUPTAC.NS,Pasupati Acrylon Limited,BE
PATANJALI.NS,Patanjali Foods Limited,EQ
PATELENG.NS,Patel Engineering Limited,EQ
PATELRMART.NS,Patel Retail Limited,EQ
PATINTLOG.NS,Patel Integrated Logistics Limited,BE
PAUSHAKLTD.NS,Paushak Limited,EQ
PAVNAIND.NS,Pavna Industries Limited,BE
PAYTM.NS,One 97 Communications Limited,EQ
PCBL.NS,PCBL Chemical Limited,EQ
PCJEWELLER.NS,PC Jeweller Limited,EQ
PDMJEPAPER.NS,Pudumjee Paper Products Limited,EQ
PDSL.NS,PDS Limited,EQ
PEARLPOLY.NS,Pearl Polymers Limited,BE
PENIND.NS,Pennar Industries Limited,EQ
PENINLAND.NS,Peninsula Land Limited,BE
PERSISTENT.NS,Persistent Systems Limited,EQ
PETRONET.NS,Petronet LNG Limited,EQ
PFC.NS,Power Finance Corporation Limited,EQ
PFIZER.NS,Pfizer Limited,EQ
PFOCUS.NS,Prime Focus Limited,BE
PFS.NS,PTC India Financial Services Limited,EQ
PGEL.NS,PG Electroplast Limited,EQ
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,EQ
PGHL.NS,Procter & Gamble Health Limited,EQ
PGIL.NS,Pearl Global Industries Limited,EQ
PHOENIXLTD.NS,The Phoenix Mills Limited,EQ
PICCADIL.NS,Piccadily Agro Industries Limited,EQ
PIDILITIND.NS,Pidilite Industries Limited,EQ
PIGL.NS,Power & Instrumentation (Gujarat) Limited,EQ
PIIND.NS,PI Industries Limited,EQ
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,EQ
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,BE
PINELABS.NS,Pine Labs Limited,EQ
PIONEEREMB.NS,Pioneer Embroideries Limited,EQ
PIONRINV.NS,Pioneer Investcorp Limited,EQ
PIRAMALFIN.NS,Piramal Finance Limited,EQ
PITTIENG.NS,Pitti Engineering Limited,EQ
PIXTRANS.NS,Pix Transmissions Limited,EQ
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,EQ
PLASTIBLEN.NS,Plastiblends India Limited,EQ
PLATIND.NS,Platinum Industries Limited,EQ
PLAZACABLE.NS,Plaza Wires Limited,BE
PML.NS,Paul Merchants Limited,EQ
PNB.NS,Punjab National Bank,EQ
PNBGILTS.NS,PNB Gilts Limited,EQ
PNBHOUSING.NS,PNB Housing Finance Limited,EQ
PNC.NS,Pritish Nandy Communications Limited,EQ
PNCINFRA.NS,PNC Infratech Limited,EQ
PNGJL.NS,P N Gadgil Jewellers Limited,EQ
PNGSREVA.NS,PNGS Reva Diamond Jewellery Limited,EQ
POCL.NS,Pondy Oxides & Chemicals Limited,EQ
PODDARMENT.NS,Poddar Pigments Limited,EQ
POKARNA.NS,Pokarna Limited,EQ
POLICYBZR.NS,PB Fintech Limited,EQ
POLYCAB.NS,Polycab India Limited,EQ
POLYMED.NS,Poly Medicure Limited,EQ
POLYPLEX.NS,Polyplex Corporation Limited,EQ
PONNIERODE.NS,Ponni Sugars (Erode) Limited,EQ
POONAWALLA.NS,Poonawalla Fincorp Limited,EQ
POWERGRID.NS,Power Grid Corporation of India Limited,EQ
POWERICA.NS,Powerica Limited,EQ
POWERINDIA.NS,Hitachi Energy India Limited,EQ
POWERMECH.NS,Power Mech Projects Limited,EQ
PPAP.NS,PPAP Automotive Limited,EQ
PPL.NS,Prakash Pipes Limited,BE
PPLPHARMA.NS,Piramal Pharma Limited,EQ
PRABHA.NS,Prabha Energy Limited,EQ
PRADPME.NS,Pradeep Metals Limited,BE
PRAENG.NS,Prajay Engineers Syndicate Limited,EQ
PRAJIND.NS,Praj Industries Limited,EQ
PRAKASH.NS,Prakash Industries Limited,EQ
PRAKASHSTL.NS,Prakash Steelage Limited,EQ
PRAVEG.NS,Praveg Limited,EQ
PRAXIS.NS,Praxis Home Retail Limited,BE
PRECAM.NS,Precision Camshafts Limited,EQ
PRECOT.NS,Precot Limited,EQ
PRECWIRE.NS,Precision Wires India Limited,EQ
PREMCO.NS,Premco Global Limited,EQ
PREMEXPLN.NS,Premier Explosives Limited,EQ
PREMIER.NS,Premier Limited,BE
PREMIERENE.NS,Premier Energies Limited,EQ
PREMIERPOL.NS,Premier Polyfilm Limited,EQ
PRESTIGE.NS,Prestige Estates Projects Limited,EQ
PRICOLLTD.NS,Pricol Limited,EQ
PRIMESECU.NS,Prime Securities Limited,EQ
PRIMO.NS,Primo Chemicals Limited,EQ
PRINCEPIPE.NS,Prince Pipes And Fittings Limited,EQ
PRITI.NS,Priti International Limited,BE
PRITIKAUTO.NS,Pritika Auto Industries Limited,BE
PRIVISCL.NS,Privi Speciality Chemicals Limited,EQ
PROSTARM.NS,Prostarm Info Systems Limited,EQ
PROTEAN.NS,Protean eGov Technologies Limited,EQ
PROZONER.NS,Prozone Realty Limited,EQ
PRSMJOHNSN.NS,Prism Johnson Limited,EQ
PRUDENT.NS,Prudent Corporate Advisory Services Limited,EQ
PRUDMOULI.NS,Prudential Sugar Corporation Limited,BE
PSB.NS,Punjab & Sind Bank,EQ
PSPPROJECT.NS,PSP Projects Limited,EQ
PTC.NS,PTC India Limited,EQ
PTCIL.NS,PTC Industries Limited,EQ
PTL.NS,PTL Enterprises Limited,EQ
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,EQ
PURVA.NS,Puravankara Limited,EQ
PVP.NS,PVP Ventures Limited,EQ
PVRINOX.NS,PVR INOX Limited,EQ
PVSL.NS,Popular Vehicles and Services Limited,EQ
PWL.NS,Physicswallah Limited,EQ
PYRAMID.NS,Pyramid Technoplast Limited,EQ
QMSMEDI.NS,QMS Medical Allied Services Limited,EQ
QPOWER.NS,Quality Power Electrical Equipments Limited,BE
QUADFUTURE.NS,Quadrant Future Tek Limited,EQ
QUESS.NS,Quess Corp Limited,EQ
QUICKHEAL.NS,Quick Heal Technologies Limited,BE
QUINT.NS,Quint Digital Limited,EQ
RACE.NS,Race Eco Chain Limited,BE
RACLGEAR.NS,RACL Geartech Limited,EQ
RADAAN.NS,Radaan Mediaworks India Limited,EQ
RADHIKAJWE.NS,Radhika Jeweltech Limited,EQ
RADIANTCMS.NS,Radiant Cash Management Services Limited,EQ
RADICO.NS,Radico Khaitan Limited,EQ
RADIOCITY.NS,Music Broadcast Limited,EQ
RAILTEL.NS,Railtel Corporation Of India Limited,EQ
RAIN.NS,Rain Industries Limited,EQ
RAINBOW.NS,Rainbow Childrens Medicare Limited,EQ
RAJESHEXPO.NS,Rajesh Exports Limited,BZ
RAJMET.NS,Rajnandini Metal Limited,EQ
RAJOOENG.NS,Rajoo Engineers Limited,BE
RAJPALAYAM.NS,Rajapalayam Mills Limited,EQ
RAJRATAN.NS,Rajratan Global Wire Limited,EQ
RAJRILTD.NS,Raj Rayon Industries Limited,BE
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,EQ
RAJTV.NS,Raj Television Network Limited,EQ
RALLIS.NS,Rallis India Limited,EQ
RAMANEWS.NS,Shree Rama Newsprint Limited,EQ
RAMAPHO.NS,Rama Phosphates Limited,EQ
RAMASTEEL.NS,Rama Steel Tubes Limited,BE
RAMBHAJO.NS,Advit Jewels Limited,BE
RAMCOCEM.NS,The Ramco Cements Limited,EQ
RAMCOIND.NS,Ramco Industries Limited,EQ
RAMCOSYS.NS,Ramco Systems Limited,EQ
RAMKY.NS,Ramky Infrastructure Limited,EQ
RAMRAT.NS,Ram Ratna Wires Limited,EQ
RANASUG.NS,Rana Sugars Limited,EQ
RANEHOLDIN.NS,Rane Holdings Limited,EQ
RATEGAIN.NS,Rategain Travel Technologies Limited,EQ
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,EQ
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,EQ
RAYMOND.NS,Raymond Limited,EQ
RAYMONDLSL.NS,Raymond Lifestyle Limited,EQ
RAYMONDREL.NS,Raymond Realty Limited,EQ
RBA.NS,Restaurant Brands Asia Limited,EQ
RBLBANK.NS,RBL Bank Limited,EQ
RBZJEWEL.NS,RBZ Jewellers Limited,EQ
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,EQ
RCOM.NS,Reliance Communications Limited,BE
RECLTD.NS,REC Limited,EQ
REDINGTON.NS,Redington Limited,EQ
REDTAPE.NS,Redtape Limited,EQ
REFEX.NS,Refex Industries Limited,EQ
REGAAL.NS,Regaal Resources Limited,BE
REGENCERAM.NS,Regency Ceramics Limited,EQ
RELAXO.NS,Relaxo Footwears Limited,EQ
RELCHEMQ.NS,Reliance Chemotex Industries Limited,EQ
RELIABLE.NS,Reliable Data Services Limited,EQ
RELIANCE.NS,Reliance Industries Limited,EQ
RELIGARE.NS,Religare Enterprises Limited,EQ
RELTD.NS,Ravindra Energy Limited,EQ
REMSONSIND.NS,Remsons Industries Limited,EQ
RENUKA.NS,Shree Renuka Sugars Limited,EQ
REPCOHOME.NS,Repco Home Finance Limited,EQ
REPL.NS,Rudrabhishek Enterprises Limited,BE
REPRO.NS,Repro India Limited,EQ
RESPONIND.NS,Responsive Industries Limited,EQ
RETAIL.NS,JHS Svendgaard Retail Ventures Limited,EQ
RGL.NS,Renaissance Global Limited,EQ
RHETAN.NS,Rhetan TMT Limited,EQ
RHFL.NS,Reliance Home Finance Limited,BZ
RHIM.NS,RHI MAGNESITA INDIA LIMITED,EQ
RHL.NS,Robust Hotels Limited,EQ
RICOAUTO.NS,Rico Auto Industries Limited,EQ
RIIL.NS,Reliance Industrial Infrastructure Limited,EQ
RISHABH.NS,Rishabh Instruments Limited,EQ
RITCO.NS,Ritco Logistics Limited,EQ
RITES.NS,RITES Limited,EQ
RKDL.NS,Ravi Kumar Distilleries Limited,EQ
RKEC.NS,RKEC Projects Limited,EQ
RKFORGE.NS,Ramkrishna Forgings Limited,EQ
RKSWAMY.NS,R K Swamy Limited,EQ
RMC.NS,RMC Switchgears Limited,EQ
RMDRIP.NS,R M Drip and Sprinklers Systems Limited,EQ
RML.NS,Rane (Madras) Limited,EQ
RNBDENIMS.NS,R&B Denims Limited,EQ
ROHLTD.NS,Royal Orchid Hotels Limited,EQ
ROLEXRINGS.NS,Rolex Rings Limited,EQ
ROLLT.NS,Rollatainers Limited,BE
ROML.NS,Raj Oil Mills Limited,EQ
ROSSARI.NS,Rossari Biotech Limited,EQ
ROSSELLIND.NS,Rossell India Limited,EQ
ROSSTECH.NS,Rossell Techsys Limited,EQ
ROTO.NS,Roto Pumps Limited,EQ
ROUTE.NS,ROUTE MOBILE LIMITED,EQ
RPEL.NS,Raghav Productivity Enhancers Limited,EQ
RPGLIFE.NS,RPG Life Sciences Limited,EQ
RPOWER.NS,Reliance Power Limited,EQ
RPPINFRA.NS,R.P.P. Infra Projects Limited,EQ
RPPL.NS,Rajshree Polypack Limited,EQ
RPSGVENT.NS,RPSG VENTURES LIMITED,EQ
RPTECH.NS,Rashi Peripherals Limited,EQ
RRIL.NS,RRIL Limited,EQ
RRKABEL.NS,R R Kabel Limited,EQ
RSDFIN.NS,RSD Finance Limited,EQ
RSL.NS,Rajputana Stainless Limited,EQ
RSSOFTWARE.NS,R. S. Software (India) Limited,BE
RSWM.NS,RSWM Limited,BE
RSYSTEMS.NS,R Systems International Limited,EQ
RTNINDIA.NS,RattanIndia Enterprises Limited,EQ
RTNPOWER.NS,RattanIndia Power Limited,EQ
RUBFILA.NS,Rubfila International Limited,EQ
RUBICON.NS,Rubicon Research Limited,EQ
RUBYMILLS.NS,The Ruby Mills Limited,BE
RUCHINFRA.NS,Ruchi Infrastructure Limited,EQ
RUCHIRA.NS,Ruchira Papers Limited,EQ
RUDRA.NS,Rudra Global Infra Products Limited,BE
RUPA.NS,Rupa & Company Limited,EQ
RUSHIL.NS,Rushil Decor Limited,EQ
RUSTOMJEE.NS,Keystone Realtors Limited,EQ
RVHL.NS,Ravinder Heights Limited,EQ
RVNL.NS,Rail Vikas Nigam Limited,EQ
RVTH.NS,Revathi Equipment India Limited,EQ
S&SPOWER.NS,S&S Power Switchgears Limited,EQ
SAATVIKGL.NS,Saatvik Green Energy Limited,EQ
SABEVENTS.NS,Sab Events & Governance Now Media Limited,BE
SADBHAV.NS,Sadbhav Engineering Limited,EQ
SADBHIN.NS,Sadbhav Infrastructure Project Limited,BE
SADHNANIQ.NS,Sadhana Nitrochem Limited,BE
SAFARI.NS,Safari Industries (India) Limited,EQ
SAGARDEEP.NS,Sagardeep Alloys Limited,EQ
SAGCEM.NS,Sagar Cements Limited,EQ
SAGILITY.NS,SAGILITY LIMITED,EQ
SAHLIBHFI.NS,Shalibhadra Finance Limited,EQ
SAHYADRI.NS,Sahyadri Industries Limited,EQ
SAIL.NS,Steel Authority of India Limited,EQ
SAILIFE.NS,Sai Life Sciences Limited,EQ
SAIPARENT.NS,Sai Parenterals Limited,EQ
SAKAR.NS,Sakar Healthcare Limited,EQ
SAKHTISUG.NS,Sakthi Sugars Limited,EQ
SAKSOFT.NS,Saksoft Limited,EQ
SAKUMA.NS,Sakuma Exports Limited,BE
SALASAR.NS,Salasar Techno Engineering Limited,EQ
SALONA.NS,Salona Cotspin Limited,EQ
SALSTEEL.NS,S.A.L. Steel Limited,BE
SALZERELEC.NS,Salzer Electronics Limited,EQ
SAMBHAAV.NS,Sambhaav Media Limited,EQ
SAMBHV.NS,Sambhv Steel Tubes Limited,EQ
SAMHI.NS,Samhi Hotels Limited,EQ
SAMMAANCAP.NS,Sammaan Capital Limited,EQ
SAMPANN.NS,Sampann Utpadan India Limited,EQ
SANATHAN.NS,Sanathan Textiles Limited,EQ
SANDESH.NS,The Sandesh Limited,EQ
SANDHAR.NS,Sandhar Technologies Limited,EQ
SANDUMA.NS,Sandur Manganese & Iron Ores Limited,EQ
SANGAMIND.NS,Sangam (India) Limited,EQ
SANGHVIMOV.NS,Sanghvi Movers Limited,EQ
SANGINITA.NS,Sanginita Chemicals Limited,BE
SANOFI.NS,Sanofi India Limited,EQ
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited,EQ
SANSERA.NS,Sansera Engineering Limited,EQ
SANSTAR.NS,Sanstar Limited,EQ
SANWARIA.NS,Sanwaria Consumer Limited,BZ
SAPPHIRE.NS,Sapphire Foods India Limited,EQ
SAPPL.NS,Shree Ajit Pulp & Paper Limited,EQ
SARDAEN.NS,Sarda Energy & Minerals Limited,EQ
SAREGAMA.NS,Saregama India Limited,EQ
SARLAPOLY.NS,Sarla Performance Fibers Limited,EQ
SARVESHWAR.NS,Sarveshwar Foods Limited,BE
SASKEN.NS,Sasken Technologies Limited,EQ
SATIA.NS,Satia Industries Limited,EQ
SATIN.NS,Satin Creditcare Network Limited,EQ
SAURASHCEM.NS,Saurashtra Cement Limited,EQ
SAYAJIHOTL.NS,Sayaji Hotels Limited,EQ
SBC.NS,SBC Exports Limited,EQ
SBCL.NS,Shivalik Bimetal Controls Limited,EQ
SBFC.NS,SBFC Finance Limited,EQ
SBGLP.NS,Suratwwala Business Group Limited,EQ
SBICARD.NS,SBI Cards and Payment Services Limited,EQ
SBILIFE.NS,SBI Life Insurance Company Limited,EQ
SBIN.NS,State Bank of India,EQ
SCANSTL.NS,Scan Steels Limited,EQ
SCHAEFFLER.NS,Schaeffler India Limited,EQ
SCHAND.NS,S Chand And Company Limited,EQ
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,EQ
SCI.NS,Shipping Corporation Of India Limited,EQ
SCILAL.NS,Shipping Corporation of India Land and Assets Limited,EQ
SCODATUBES.NS,Scoda Tubes Limited,EQ
SCPL.NS,Sheetal Cool Products Limited,EQ
SDBL.NS,Som Distilleries & Breweries Limited,EQ
SEAMECLTD.NS,Seamec Limited,EQ
SECMARK.NS,SecMark Consultancy Limited,EQ
SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,EQ
SEDEMAC.NS,SEDEMAC Mechatronics Limited,EQ
SEIL.NS,Shanti Educational Initiatives Limited,EQ
SEJALLTD.NS,Sejal Glass Limited,BE
SELMC.NS,SEL Manufacturing Company Limited,EQ
SEMAC.NS,Semac Construction Limited,BE
SENCO.NS,Senco Gold Limited,EQ
SENORES.NS,Senores Pharmaceuticals Limited,EQ
SEPC.NS,SEPC Limited,EQ
SERVOTECH.NS,Servotech Renewable Power System Limited,EQ
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,EQ
SETCO.NS,Setco Automotive Limited,BE
SETL.NS,Standard Engineering Technology Limited,EQ
SETUINFRA.NS,Setubandhan Infrastructure Limited,BZ
SEYAIND.NS,Seya Industries Limited,BE
SFL.NS,Sheela Foam Limited,EQ
SGFIN.NS,SG Finserve Limited,EQ
SGIL.NS,Synergy Green Industries Limited,EQ
SGL.NS,STL Global Limited,EQ
SGMART.NS,SG Mart Limited,EQ
SHADOWFAX.NS,Shadowfax Technologies Limited,EQ
SHAH.NS,Shah Metacorp Limited,EQ
SHAHALLOYS.NS,Shah Alloys Limited,EQ
SHAILY.NS,Shaily Engineering Plastics Limited,EQ
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,EQ
SHALBY.NS,Shalby Limited,EQ
SHALPAINTS.NS,Shalimar Paints Limited,EQ
SHANKARA.NS,Shankara Building Products Limited,BE
SHANTI.NS,Shanti Overseas (India) Limited,EQ
SHANTIGEAR.NS,Shanthi Gears Limited,EQ
SHANTIGOLD.NS,Shanti Gold International Limited,EQ
SHARDACROP.NS,Sharda Cropchem Limited,EQ
SHARDAMOTR.NS,Sharda Motor Industries Limited,EQ
SHARDUL.NS,Shardul Securities Limited,EQ
SHAREINDIA.NS,Share India Securities Limited,EQ
SHBAJRG.NS,Shri Bajrang Alliance Limited,EQ
SHEKHAWATI.NS,Shekhawati Industries Limited,BE
SHEMAROO.NS,Shemaroo Entertainment Limited,BE
SHILCTECH.NS,Shilchar Technologies Limited,EQ
SHILPAMED.NS,Shilpa Medicare Limited,EQ
SHINDL.NS,Sharat Industries Limited,EQ
SHIVALIK.NS,Shivalik Rasayan Limited,BE
SHIVAMAUTO.NS,Shivam Autotech Limited,BE
SHIVAMILLS.NS,Shiva Mills Limited,BE
SHIVATEX.NS,Shiva Texyarn Limited,EQ
SHIVAUM.NS,Shiv Aum Steels Limited,EQ
SHK.NS,S H Kelkar and Company Limited,EQ
SHOPERSTOP.NS,Shoppers Stop Limited,EQ
SHRADHA.NS,Shradha Realty Limited,EQ
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ
SHREECEM.NS,SHREE CEMENT LIMITED,EQ
SHREEJISPG.NS,Shreeji Shipping Global Limited,EQ
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,EQ
SHREERAMA.NS,Shree Rama Multi-Tech Limited,EQ
SHRENIK.NS,Shrenik Limited,BZ
SHREYANIND.NS,Shreyans Industries Limited,EQ
SHRIKRISH.NS,Shri Krishna Devcon Limited,EQ
SHRINGARMS.NS,Shringar House of Mangalsutra Limited,EQ
SHRIPISTON.NS,SPR Auto Technologies Limited,EQ
SHRIRAMFIN.NS,Shriram Finance Limited,EQ
SHRIRAMPPS.NS,Shriram Properties Limited,EQ
SHYAMCENT.NS,Shyam Century Ferrous Limited,BE
SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ
SHYAMTEL.NS,Shyam Telecom Limited,BE
SICAGEN.NS,Sicagen India Limited,EQ
SICALLOG.NS,Sical Logistics Limited,EQ
SIEMENS.NS,Siemens Limited,EQ
SIGACHI.NS,Sigachi Industries Limited,BE
SIGIND.NS,Signet Industries Limited,EQ
SIGMA.NS,Sigma Solve Limited,EQ
SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,EQ
SIGNATURE.NS,Signatureglobal (India) Limited,EQ
SIGNPOST.NS,Signpost India Limited,EQ
SIKA.NS,Sika Interplant Systems Limited,EQ
SIKKO.NS,Sikko Industries Limited,EQ
SIL.NS,Standard Industries Limited,EQ
SILGO.NS,Silgo Retail Limited,EQ
SILINV.NS,SIL Investments Limited,EQ
SILLYMONKS.NS,Silly Monks Entertainment Limited,EQ
SILVERTUC.NS,Silver Touch Technologies Limited,EQ
SIMBHALS.NS,Simbhaoli Sugars Limited,BZ
SIMPLEXINF.NS,Simplex Infrastructures Limited,EQ
SINCLAIR.NS,Sinclairs Hotels Limited,EQ
SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ
SINGERIND.NS,Singer India Limited,EQ
SINTERCOM.NS,Sintercom India Limited,EQ
SIRCA.NS,Sirca Paints India Limited,EQ
SIS.NS,SIS LIMITED,EQ
SITINET.NS,Siti Networks Limited,BZ
SIYSIL.NS,Siyaram Silk Mills Limited,EQ
SJS.NS,S.J.S. Enterprises Limited,EQ
SJVN.NS,SJVN Limited,EQ
SKFINDIA.NS,SKF India Limited,EQ
SKFINDUS.NS,SKF India (Industrial) Limited,EQ
SKIPPER.NS,Skipper Limited,EQ
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ
SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,EQ
SMARTLINK.NS,Smartlink Holdings Limited,BE
SMARTWORKS.NS,Smartworks Coworking Spaces Limited,EQ
SMCGLOBAL.NS,SMC Global Securities Limited,EQ
SMLMAH.NS,SML Mahindra Limited,EQ
SMLT.NS,Sarthak Metals Limited,EQ
SMSPHARMA.NS,SMS Pharmaceuticals Limited,EQ
SNOWMAN.NS,Snowman Logistics Limited,EQ
SOBHA.NS,Sobha Limited,EQ
SOFTTECH.NS,Softtech Engineers Limited,BE
SOLARA.NS,Solara Active Pharma Sciences Limited,EQ
SOLARINDS.NS,Solar Industries India Limited,EQ
SOLARWORLD.NS,Solarworld Energy Solutions Limited,EQ
SOLEX.NS,Solex Energy Limited,EQ
SOMANYCERA.NS,Somany Ceramics Limited,EQ
SOMATEX.NS,Soma Textiles & Industries Limited,EQ
SOMICONVEY.NS,Somi Conveyor Beltings Limited,EQ
SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ
SONAL.NS,Sonal Mercantile Limited,EQ
SONAMLTD.NS,SONAM LIMITED,EQ
SONATSOFTW.NS,Sonata Software Limited,EQ
SOTL.NS,Savita Oil Technologies Limited,EQ
SOUTHBANK.NS,The South Indian Bank Limited,EQ
SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ
SPAL.NS,S. P. Apparels Limited,EQ
SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ
SPARC.NS,Sun Pharma Advanced Research Company Limited,EQ
SPCENET.NS,Spacenet Enterprises India Limited,EQ
SPECIALITY.NS,Speciality Restaurants Limited,EQ
SPECTRUM.NS,Spectrum Electrical Industries Limited,EQ
SPENCERS.NS,Spencer's Retail Limited,EQ
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ
SPLIL.NS,SPL Industries Limited,EQ
SPLPETRO.NS,Supreme Petrochem Limited,EQ
SPMLINFRA.NS,SPML Infra Limited,EQ
SPORTKING.NS,Sportking India Limited,EQ
SRD.NS,Shankar Lal Rampal Dye-Chem Limited,EQ
SREEL.NS,Sreeleathers Limited,EQ
SRF.NS,SRF Limited,EQ
SRGHFL.NS,SRG Housing Finance Limited,EQ
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ
SRM.NS,SRM Contractors Limited,EQ
SRTL.NS,Shree Ram Twistex Limited,EQ
SSDL.NS,Saraswati Saree Depot Limited,EQ
SSWL.NS,Steel Strips Wheels Limited,EQ
STALLION.NS,Stallion India Fluorochemicals Limited,EQ
STANLEY.NS,Stanley Lifestyles Limited,EQ
STAR.NS,Strides Pharma Science Limited,EQ
STARCEMENT.NS,Star Cement Limited,EQ
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ
STARPAPER.NS,Star Paper Mills Limited,EQ
STARTECK.NS,Starteck Finance Limited,EQ
STCINDIA.NS,The State Trading Corporation of India Limited,EQ
STEELCAS.NS,Steelcast Limited,EQ
STEELCITY.NS,Steel City Securities Limited,EQ
STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ
STEL.NS,Stel Holdings Limited,EQ
STERTOOLS.NS,Sterling Tools Limited,BE
STLNETWORK.NS,STL Networks Limited,BE
STLTECH.NS,Sterlite Technologies Limited,BE
STOVEKRAFT.NS,Stove Kraft Limited,EQ
STUDDS.NS,Studds Accessories Limited,EQ
STYL.NS,Seshaasai Technologies Limited,EQ
STYLAMIND.NS,Stylam Industries Limited,EQ
STYLEBAAZA.NS,Baazar Style Retail Limited,BE
STYRENIX.NS,Styrenix Performance Materials Limited,EQ
SUBEXLTD.NS,Subex Limited,BE
SUBROS.NS,Subros Limited,EQ
SUDARCOLOR.NS,Sudarshan Colorants India Limited,EQ
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ
SUDEEPPHRM.NS,Sudeep Pharma Limited,EQ
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ
SULA.NS,Sula Vineyards Limited,EQ
SUMEET-RE.NS,Sumeet Industries Limited-RE,BE
SUMEETINDS.NS,Sumeet Industries Limited,EQ
SUMICHEM.NS,Sumitomo Chemical India Limited,EQ
SUMIT.NS,Sumit Woods Limited,BE
SUMMITSEC.NS,Summit Securities Limited,EQ
SUNCLAY.NS,Sundaram Clayton Limited,EQ
SUNDARAM.NS,Sundaram Multi Pap Limited,EQ
SUNDARMFIN.NS,Sundaram Finance Limited,EQ
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,BE
SUNDRMFAST.NS,Sundram Fasteners Limited,EQ
SUNDROP.NS,Sundrop Brands Limited,EQ
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ
SUNTECK.NS,Sunteck Realty Limited,EQ
SUNTV.NS,Sun TV Network Limited,EQ
SUPERHOUSE.NS,Superhouse Limited,EQ
SUPERSPIN.NS,Super Spinning Mills Limited,BE
SUPRAJIT.NS,Suprajit Engineering Limited,EQ
SUPREME.NS,Supreme Holdings & Hospitality (India) Limited,EQ
SUPREMEENG.NS,Supreme Engineering Limited,BZ
SUPREMEIND.NS,Supreme Industries Limited,EQ
SUPREMEINF.NS,Supreme Infrastructure India Limited,EQ
SUPRIYA.NS,Supriya Lifescience Limited,EQ
SURAJEST.NS,Suraj Estate Developers Limited,EQ
SURAJLTD.NS,Suraj Limited,EQ
SURAKSHA.NS,Suraksha Diagnostic Limited,EQ
SURANASOL.NS,Surana Solar Limited,EQ
SURANAT&P.NS,Surana Telecom and Power Limited,EQ
SURYALA.NS,Suryalata Spinning Mills Limited,EQ
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,EQ
SURYAROSNI.NS,Surya Roshni Limited,EQ
SURYODAY.NS,Suryoday Small Finance Bank Limited,EQ
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,BE
SUVEN.NS,Suven Life Sciences Limited,EQ
