symbol,name,series
DCMSHRIRAM.NS,DCM Shriram Limited,EQ
DCMSIL.NS,DCM Shriram International Limited,BE
DCMSRIND.NS,DCM Shriram Industries Limited,EQ
DCW.NS,DCW Limited,EQ
DCXINDIA.NS,DCX Systems Limited,EQ
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,EQ
DECCANCE.NS,Deccan Cements Limited,EQ
DECNGOLD.NS,Deccan Gold Mines Limited,EQ
DEEDEV.NS,DEE Development Engineers Limited,BE
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ
DEEPAKNTR.NS,Deepak Nitrite Limited,EQ
DEEPINDS.NS,Deep Industries Limited,EQ
DELHIVERY.NS,Delhivery Limited,EQ
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,BE
DELTACORP.NS,Delta Corp Limited,EQ
DELTAMAGNT.NS,Delta Manufacturing Limited,EQ
DEN.NS,Den Networks Limited,EQ
DENORA.NS,De Nora India Limited,EQ
DENTA.NS,Denta Water and Infra Solutions Limited,EQ
DEVIT.NS,Dev Information Technology Limited,EQ
DEVX.NS,Dev Accelerator Limited,EQ
DEVYANI.NS,Devyani International Limited,EQ
DGCONTENT.NS,Digicontent Limited,EQ
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ
DHANBANK.NS,Dhanlaxmi Bank Limited,EQ
DHANUKA.NS,Dhanuka Agritech Limited,EQ
DHARAN.NS,DHARAN INFRA-EPC LIMITED,BZ
DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ
DHRUV.NS,Dhruv Consultancy Services Limited,BE
DHUNINV.NS,Dhunseri Investments Limited,EQ
DIACABS.NS,Diamond Power Infrastructure Limited,EQ
DIAMINESQ.NS,Diamines & Chemicals Limited,EQ
DIAMONDYD.NS,Prataap Snacks Limited,EQ
DICIND.NS,DIC India Limited,EQ
DIFFNKG.NS,Diffusion Engineers Limited,EQ
DIGIDRIVE.NS,Digidrive Distributors Limited,EQ
DIGISPICE.NS,DiGiSPICE Technologies Limited,BE
DIGITIDE.NS,Digitide Solutions Limited,EQ
DIGJAMLMTD.NS,Digjam Limited,EQ
DISAQ.NS,Disa India Limited,EQ
DISHTV.NS,Dish TV India Limited,BE
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ
DIVISLAB.NS,Divi's Laboratories Limited,EQ
DIXON.NS,Dixon Technologies (India) Limited,EQ
DJML.NS,DJ Mediaprint & Logistics Limited,EQ
DLF.NS,DLF Limited,EQ
DLINKINDIA.NS,D-Link (India) Limited,EQ
DMART.NS,Avenue Supermarts Limited,EQ
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,EQ
DNAMEDIA.NS,Diligent Media Corporation Limited,EQ
DODLA.NS,Dodla Dairy Limited,EQ
DOLATALGO.NS,Dolat Algotech Limited,EQ
DOLLAR.NS,Dollar Industries Limited,EQ
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,EQ
DOMS.NS,DOMS Industries Limited,EQ
DONEAR.NS,Donear Industries Limited,EQ
DPABHUSHAN.NS,D. P. Abhushan Limited,EQ
DPSCLTD.NS,DPSC Limited,BE
DPWIRES.NS,D P Wires Limited,BE
DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited,EQ
DRCSYSTEMS.NS,DRC Systems India Limited,EQ
DREAMFOLKS.NS,Dreamfolks Services Limited,EQ
DREDGECORP.NS,Dredging Corporation of India Limited,EQ
DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ
DSFCL.NS,DCM Shriram Fine Chemicals Limited,BE
DSSL.NS,Dynacons Systems & Solutions Limited,EQ
DTIL.NS,Dhunseri Tea & Industries Limited,EQ
DUCON.NS,Ducon Infratechnologies Limited,BE
DVL.NS,Dhunseri Ventures Limited,EQ
DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ
DYCL.NS,Dynamic Cables Limited,EQ
DYNAMATECH.NS,Dynamatic Technologies Limited,EQ
DYNPRO.NS,Dynemic Products Limited,EQ
E2E.NS,E2E Networks Limited,EQ
EASEMYTRIP.NS,Easy Trip Planners Limited,EQ
EASTSILK.NS,Eastern Silk Industries Limited,BE
EBGNG.NS,GNG Electronics Limited,EQ
ECLERX.NS,eClerx Services Limited,EQ
ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,BE
EDELWEISS.NS,Edelweiss Financial Services Limited,EQ
EFCIL.NS,EFC (I) Limited,EQ
EICHERMOT.NS,Eicher Motors Limited,EQ
EIDPARRY.NS,EID Parry India Limited,EQ
EIEL.NS,Enviro Infra Engineers Limited,EQ
EIFFL.NS,Euro India Fresh Foods Limited,BE
EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ
EIHOTEL.NS,EIH Limited,EQ
EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ
EKC.NS,Everest Kanto Cylinder Limited,EQ
ELANTAS.NS,Elantas Beck India Limited,EQ
ELCIDIN.NS,EL CID Investments Limited,EQ
ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ
ELECON.NS,Elecon Engineering Company Limited,EQ
ELECTCAST.NS,Electrosteel Castings Limited,EQ
ELECTHERM.NS,Electrotherm (India) Limited,EQ
ELGIEQUIP.NS,Elgi Equipments Limited,EQ
ELGIRUBCO.NS,Elgi Rubber Company Limited,EQ
ELIN.NS,Elin Electronics Limited,EQ
ELITECON.NS,Elitecon International Limited,EQ
ELLEN.NS,Ellenbarrie Industrial Gases Limited,EQ
ELPROINTL.NS,Elpro International Limited,EQ
EMAMILTD.NS,Emami Limited,EQ
EMAMIPAP.NS,Emami Paper Mills Limited,EQ
EMAMIREAL.NS,Emami Realty Limited,BE
EMBDL.NS,Embassy Developments Limited,EQ
EMCURE.NS,Emcure Pharmaceuticals Limited,EQ
EMIL.NS,Electronics Mart India Limited,EQ
EMKAY.NS,Emkay Global Financial Services Limited,EQ
EMMBI.NS,Emmbi Industries Limited,BE
EMMVEE.NS,Emmvee Photovoltaic Power Limited,EQ
EMPOWER.NS,Empower India Limited,BE
EMSLIMITED.NS,EMS Limited,EQ
EMUDHRA.NS,eMudhra Limited,EQ
ENDURANCE.NS,Endurance Technologies Limited,EQ
ENERGYDEV.NS,Energy Development Company Limited,EQ
ENGINERSIN.NS,Engineers India Limited,EQ
ENIL.NS,Entertainment Network (India) Limited,EQ
ENRIN.NS,Siemens Energy India Limited,EQ
ENTERO.NS,Entero Healthcare Solutions Limited,EQ
EPACK.NS,EPACK Durable Limited,EQ
EPACKPEB.NS,EPack Prefab Technologies Limited,EQ
EPIGRAL.NS,Epigral Limited,EQ
EPL.NS,EPL Limited,EQ
EQUIPPP.NS,Equippp Social Impact Technologies Limited,BE
EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ
ERIS.NS,Eris Lifesciences Limited,EQ
ESABINDIA.NS,Esab India Limited,EQ
ESAFSFB.NS,ESAF Small Finance Bank Limited,EQ
ESCORTS.NS,Escorts Kubota Limited,EQ
ESSARSHPNG.NS,Essar Shipping Limited,EQ
ESSENTIA.NS,Integra Essentia Limited,BE
ESTER.NS,Ester Industries Limited,EQ
ETERNAL.NS,ETERNAL LIMITED,EQ
ETHOSLTD.NS,Ethos Limited,EQ
EUREKAFORB.NS,Eureka Forbes Limited,EQ
EUROBOND.NS,Euro Panel Products Limited,EQ
EUROPRATIK.NS,Euro Pratik Sales Limited,EQ
EUROTEXIND.NS,Eurotex Industries and Exports Limited,BE
EVEREADY.NS,Eveready Industries India Limited,EQ
EVERESTIND.NS,Everest Industries Limited,BE
EXCELINDUS.NS,Excel Industries Limited,EQ
EXCELSOFT.NS,Excelsoft Technologies Limited,EQ
EXICOM.NS,Exicom Tele-Systems Limited,EQ
EXIDEIND.NS,Exide Industries Limited,EQ
EXPLEOSOL.NS,Expleo Solutions Limited,EQ
EXXARO.NS,Exxaro Tiles Limited,EQ
FABTECH.NS,Fabtech Technologies Limited,EQ
FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ
FAIRCHEMOR.NS,Fairchem Organics Limited,BE
FAZE3Q.NS,Faze Three Limited,EQ
FCL.NS,Fineotex Chemical Limited,EQ
FCSSOFT.NS,FCS Software Solutions Limited,BE
FDC.NS,FDC Limited,EQ
FEDDERSHOL.NS,Fedders Holding Limited,EQ
FEDERALBNK.NS,The Federal Bank  Limited,EQ
FEDFINA.NS,Fedbank Financial Services Limited,EQ
FEL.NS,Future Enterprises Limited,BZ
FELDVR.NS,Future Enterprises Limited,BZ
FERMENTA.NS,Fermenta Biotech Limited,EQ
FIBERWEB.NS,Fiberweb (India) Limited,EQ
FIEMIND.NS,Fiem Industries Limited,EQ
FILATEX.NS,Filatex India Limited,EQ
FILATFASH.NS,Filatex Fashions Limited,BE
FINCABLES.NS,Finolex Cables Limited,EQ
FINEORG.NS,Fine Organic Industries Limited,EQ
FINKURVE.NS,Finkurve Financial Services Limited,EQ
FINOPB.NS,Fino Payments Bank Limited,EQ
FINPIPE.NS,Finolex Industries Limited,EQ
FIRSTCRY.NS,Brainbees Solutions Limited,EQ
FISCHER.NS,Fischer Medical Ventures Limited,EQ
FIVESTAR.NS,Five-Star Business Finance Limited,EQ
FLAIR.NS,Flair Writing Industries Limited,EQ
FLEXITUFF.NS,Flexituff Ventures International Limited,BE
FLFL.NS,Future Lifestyle Fashions Limited,BZ
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ
FMNL.NS,Future Market Networks Limited,BE
FOCUS.NS,Focus Lighting and Fixtures Limited,BE
FOODSIN.NS,Foods & Inns Limited,EQ
FORCEMOT.NS,FORCE MOTORS LTD,EQ
FORTIS.NS,Fortis Healthcare Limited,EQ
FOSECOIND.NS,Foseco India Limited,EQ
FRACTAL.NS,Fractal Analytics Limited,EQ
FRONTSP.NS,Frontier Springs Limited,EQ
FSL.NS,Firstsource Solutions Limited,EQ
FUSION.NS,Fusion Finance Limited,EQ
GABRIEL.NS,Gabriel India Limited,EQ
GAEL.NS,Gujarat Ambuja Exports Limited,EQ
GAIL.NS,GAIL (India) Limited,EQ
GALAPREC.NS,Gala Precision Engineering Limited,EQ
GALAXYSURF.NS,Galaxy Surfactants Limited,EQ
GALLANTT.NS,Gallantt Ispat Limited,EQ
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,EQ
GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ
GANECOS.NS,Ganesha Ecosphere Limited,EQ
GANESHBE.NS,Ganesh Benzoplast Limited,EQ
GANESHCP.NS,Ganesh Consumer Products Limited,EQ
GANESHHOU.NS,GANESH HOUSING LIMITED,EQ
GANGAFO-RE.NS,Ganga Forging Ltd-RE,BE
GANGAFORGE.NS,Ganga Forging Limited,BE
GANGESSECU.NS,Ganges Securities Limited,EQ
GARFIBRES.NS,Garware Technical Fibres Limited,EQ
GARUDA.NS,Garuda Construction and Engineering Limited,EQ
GATECH.NS,GACM Technologies Limited,EQ
GATECHDVR.NS,GACM Technologies Limited,EQ
GATEWAY.NS,Gateway Distriparks Limited,EQ
GAUDIUMIVF.NS,Gaudium IVF and Women Health Limited,BE
GAYAHWS.NS,Gayatri Highways Limited,EQ
GAYAPROJ.NS,Gayatri Projects Limited,BE
GCSL.NS,Gretex Corporate Services Limited,EQ
GEECEE.NS,GeeCee Ventures Limited,BE
GEEKAYWIRE.NS,Geekay Wires Limited,EQ
GEMAROMA.NS,Gem Aromatics Limited,EQ
GENCON.NS,Generic Engineering Construction and Projects Limited,EQ
GENESYS.NS,Genesys International Corporation Limited,EQ
GENUSPAPER.NS,Genus Paper & Boards Limited,EQ
GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ
GEOJITFSL.NS,Geojit Financial Services Limited,EQ
GESHIP.NS,The Great Eastern Shipping Company Limited,EQ
GFLLIMITED.NS,GFL Limited,EQ
GHCL.NS,GHCL Limited,EQ
GHCLTEXTIL.NS,GHCL Textiles Limited,EQ
GICHSGFIN.NS,GIC Housing Finance Limited,EQ
GICL.NS,Globe International Carriers Limited,EQ
GICRE.NS,General Insurance Corporation of India,EQ
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,EQ
GILLETTE.NS,Gillette India Limited,EQ
GINNIFILA.NS,Ginni Filaments Limited,BE
GIPCL.NS,Gujarat Industries Power Company Limited,EQ
GKENERGY.NS,GK Energy Limited,EQ
GKSL.NS,Gujarat Kidney And Super Speciality Limited,EQ
GKWLIMITED.NS,GKW Limited,EQ
GLAND.NS,Gland Pharma Limited,EQ
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,EQ
GLENMARK.NS,Glenmark Pharmaceuticals Limited,EQ
GLFL.NS,Gujarat Lease Financing Limited,BE
GLOBAL.NS,Global Education Limited,EQ
GLOBALE.NS,Globale Tessile Limited,BE
GLOBALVECT.NS,Global Vectra Helicorp Limited,EQ
GLOBE.NS,GLOBE ENTERPRISES (INDIA) LIMITED,EQ
GLOBECIVIL.NS,Globe Civil Projects Limited,BE
GLOBUSSPR.NS,Globus Spirits Limited,EQ
GLOSTERLTD.NS,Gloster Limited,EQ
GLOTTIS.NS,Glottis Limited,BE
GMBREW.NS,GM Breweries Limited,EQ
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,EQ
GMMPFAUDLR.NS,GMM Pfaudler Limited,EQ
GMRAIRPORT.NS,GMR AIRPORTS LIMITED,EQ
GMRP&UI.NS,GMR Power and Urban Infra Limited,EQ
GNA.NS,GNA Axles Limited,EQ
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ
GNRL.NS,Gujarat Natural Resources Limited,EQ
GOACARBON.NS,Goa Carbon Limited,EQ
GOCLCORP.NS,GOCL Corporation Limited,EQ
GOCOLORS.NS,Go Fashion (India) Limited,EQ
GODAVARIB.NS,Godavari Biorefineries Limited,EQ
GODFRYPHLP.NS,Godfrey Phillips India Limited,EQ
GODIGIT.NS,Go Digit General Insurance Limited,EQ
GODREJAGRO.NS,Godrej Agrovet Limited,EQ
GODREJCP.NS,Godrej Consumer Products Limited,EQ
GODREJIND.NS,Godrej Industries Limited,EQ
GODREJPROP.NS,Godrej Properties Limited,EQ
GOKEX.NS,Gokaldas Exports Limited,EQ
GOKUL.NS,Gokul Refoils and Solvent Limited,EQ
GOKULAGRO.NS,Gokul Agro Resources Limited,EQ
GOLDENTOBC.NS,Golden Tobacco Limited,BZ
GOLDIAM.NS,Goldiam International Limited,EQ
GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED,BE
GOODLUCK.NS,Goodluck India Limited,EQ
GOODYEAR.NS,Goodyear India Limited,EQ
GOPAL.NS,Gopal Snacks Limited,EQ
GOYALALUM.NS,Goyal Aluminiums Limited,EQ
GPIL.NS,Godawari Power And Ispat limited,EQ
GPPL.NS,Gujarat Pipavav Port Limited,EQ
GPTHEALTH.NS,GPT Healthcare Limited,EQ
GPTINFRA.NS,GPT Infraprojects Limited,EQ
GRADIENTE.NS,Gradiente Infotainment Limited,BE
GRANDOAK.NS,Grand Oak Canyons Distillery Limited,EQ
GRANULES.NS,Granules India Limited,EQ
GRAPHITE.NS,Graphite India Limited,EQ
GRASIM.NS,Grasim Industries Limited,EQ
GRAUWEIL.NS,Grauer & Weil India Limited,EQ
GRAVISSHO.NS,Graviss Hospitality Limited,EQ
GRAVITA.NS,Gravita India Limited,EQ
GREAVESCOT.NS,Greaves Cotton Limited,EQ
GREENLAM.NS,Greenlam Industries Limited,EQ
GREENPANEL.NS,Greenpanel Industries Limited,EQ
GREENPLY.NS,Greenply Industries Limited,EQ
GREENPOWER.NS,Orient Green Power Company Limited,EQ
GRINDWELL.NS,Grindwell Norton Limited,EQ
GRINFRA.NS,G R Infraprojects Limited,EQ
GRMOVER.NS,GRM Overseas Limited,EQ
GROBTEA.NS,The Grob Tea Company Limited,EQ
GROWW.NS,Billionbrains Garage Ventures Limited,EQ
GRPLTD.NS,GRP Limited,EQ
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,EQ
GRWRHITECH.NS,Garware Hi-Tech Films Limited,EQ
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,EQ
GSLSU.NS,Global Surfaces Limited,EQ
GSPCROP.NS,GSP Crop Science Limited,EQ
GSS.NS,GSS Infotech Limited,BE
GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED,BE
GTL.NS,GTL Limited,EQ
GTLINFRA.NS,GTL Infrastructure Limited,EQ
GTPL.NS,GTPL Hathway Limited,EQ
GUFICBIO.NS,Gufic Biosciences Limited,EQ
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,EQ
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,EQ
GUJENERGY.NS,GUJARAT ENERGY LIMITED,BE
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,EQ
GUJTHEM.NS,Gujarat Themis Biosyn Limited,EQ
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,EQ
GULFPETRO.NS,GP Petroleums Limited,BE
GULPOLY.NS,Gulshan Polyols Limited,EQ
GVKPIL.NS,GVK Power & Infrastructure Limited,BE
GVPIL.NS,GE Power India Limited,EQ
GVPTECH.NS,GVP Infotech Limited,EQ
GVT&D.NS,GE Vernova T&D India Limited,EQ
GYFTR.NS,Gyftr Limited,EQ
HAL.NS,Hindustan Aeronautics Limited,EQ
HALDER.NS,Halder Venture Limited,EQ
HALDYNGL.NS,Haldyn Glass Limited,BE
HALEOSLABS.NS,HALEOS LABS LIMITED,EQ
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,EQ
HAPPYFORGE.NS,Happy Forgings Limited,EQ
HARDWYN.NS,Hardwyn India Limited,EQ
HARIOMPIPE.NS,Hariom Pipe Industries Limited,EQ
HARRMALAYA.NS,Harrisons  Malayalam Limited,EQ
HARSHA.NS,Harsha Engineers International Limited,EQ
HATHWAY.NS,Hathway Cable & Datacom Limited,EQ
HATSUN.NS,Hatsun Agro Product Limited,EQ
HAVELLS.NS,Havells India Limited,EQ
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,EQ
HAWKINCOOK.NS,Hawkins Cookers Limited,EQ
HBESD.NS,HB Estate Developers Limited,EQ
HBLENGINE.NS,HBL Engineering Limited,EQ
HBSL.NS,HB Stockholdings Limited,BE
HCC.NS,Hindustan Construction Company Limited,EQ
HCG.NS,Healthcare Global Enterprises Limited,EQ
HCL-INSYS.NS,HCL Infosystems Limited,EQ
HCLTECH.NS,HCL Technologies Limited,EQ
HDBFS.NS,HDB Financial Services Limited,EQ
HDFCAMC.NS,HDFC Asset Management Company Limited,EQ
HDFCBANK.NS,HDFC Bank Limited,EQ
HDFCLIFE.NS,HDFC Life Insurance Company Limited,EQ
HDIL.NS,Housing Development and Infrastructure Limited,BZ
HEADSUP.NS,Heads UP Ventures Limited,EQ
HEALTHX.NS,Health X Platform Limited,EQ
HECPROJECT.NS,HEC Infra Projects Limited,EQ
HEG.NS,HEG Limited,EQ
HEIDELBERG.NS,HeidelbergCement India Limited,EQ
HEMIPROP.NS,Hemisphere Properties India Limited,EQ
HERANBA.NS,Heranba Industries Limited,EQ
HERITGFOOD.NS,Heritage Foods Limited,EQ
HEROMOTOCO.NS,Hero MotoCorp Limited,EQ
HESTERBIO.NS,Hester Biosciences Limited,EQ
HEXAGON.NS,Hexagon Nutrition Limited,EQ
HEXATRADEX.NS,Hexa Tradex Limited,EQ
HEXT.NS,Hexaware Technologies Limited,EQ
HFCL.NS,HFCL Limited,EQ
HGINFRA.NS,H.G. Infra Engineering Limited,EQ
HGM.NS,HandsOn Global Management (HGM) Limited,EQ
HGS.NS,Hinduja Global Solutions Limited,EQ
HIKAL.NS,Hikal Limited,EQ
HILINFRA.NS,Highway Infrastructure Limited,BE
HILTON.NS,Hilton Metal Forging Limited,BE
HIMATSEIDE.NS,Himatsingka Seide Limited,EQ
HINDALCO.NS,Hindalco Industries Limited,EQ
HINDCOMPOS.NS,Hindustan Composites Limited,EQ
HINDCON.NS,Hindcon Chemicals Limited,BE
HINDCOPPER.NS,Hindustan Copper Limited,EQ
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,EQ
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,EQ
HINDUNILVR.NS,Hindustan Unilever Limited,EQ
HINDWAREAP.NS,Hindware Home Innovation Limited,EQ
HINDZINC.NS,Hindustan Zinc Limited,EQ
HIRECT.NS,Hind Rectifiers Limited,EQ
HISARMETAL.NS,Hisar Metal Industries Limited,EQ
HITECH.NS,Hi-Tech Pipes Limited,EQ
HITECHCORP.NS,Hitech Corporation Limited,BE
HITECHGEAR.NS,The Hi-Tech Gears Limited,BE
HLEGLAS.NS,HLE Glascoat Limited,EQ
HLVLTD.NS,HLV LIMITED,EQ
HMAAGRO.NS,HMA Agro Industries Limited,EQ
HMT.NS,HMT Limited,BZ
HMVL.NS,Hindustan Media Ventures Limited,EQ
HNDFDS.NS,Hindustan Foods Limited,EQ
HOMEFIRST.NS,Home First Finance Company India Limited,EQ
HONASA.NS,Honasa Consumer Limited,EQ
HONAUT.NS,Honeywell Automation India Limited,EQ
HONDAPOWER.NS,Honda India Power Products Limited,EQ
HPAL.NS,HP Adhesives Limited,EQ
HPIL.NS,Hindprakash Industries Limited,EQ
HPL.NS,HPL Electric & Power Limited,EQ
HSCL.NS,Himadri Speciality Chemical Limited,EQ
HTMEDIA.NS,HT Media Limited,EQ
HUBTOWN.NS,Hubtown Limited,EQ
HUDCO.NS,Housing & Urban Development Corporation Limited,EQ
HUHTAMAKI.NS,Huhtamaki India Limited,EQ
HYBRIDFIN.NS,Hybrid Financial Services Limited,BE
HYUNDAI.NS,Hyundai Motor India Limited,EQ
IBULLSLTD.NS,Indiabulls Limited,BE
ICDSLTD.NS,ICDS Limited,EQ
ICEMAKE.NS,Ice Make Refrigeration Limited,EQ
ICICIAMC.NS,ICICI Prudential Asset Management Company Limited,EQ
ICICIBANK.NS,ICICI Bank Limited,EQ
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,EQ
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,EQ
ICIL.NS,Indo Count Industries Limited,EQ
ICRA.NS,ICRA Limited,EQ
IDBI.NS,IDBI Bank Limited,EQ
IDEA.NS,Vodafone Idea Limited,EQ
IDEAFORGE.NS,Ideaforge Technology Limited,BE
IDFCFIRSTB.NS,IDFC First Bank Limited,EQ
IEX.NS,Indian Energy Exchange Limited,EQ
IFBAGRO.NS,IFB Agro Industries Limited,BE
IFBIND.NS,IFB Industries Limited,EQ
IFCI.NS,IFCI Limited,EQ
IFGLEXPOR.NS,IFGL Refractories Limited,EQ
IGARASHI.NS,Igarashi Motors India Limited,EQ
IGCL.NS,Indogulf Cropsciences Limited,EQ
IGIL.NS,International Gemological Institute Limited,EQ
IGL.NS,Indraprastha Gas Limited,EQ
IGPL.NS,IG Petrochemicals Limited,EQ
IIFL.NS,IIFL Finance Limited,EQ
IIFLCAPS.NS,IIFL Capital Services Limited,EQ
IITL.NS,Industrial Investment Trust Limited,EQ
IKIO.NS,IKIO Technologies Limited,EQ
IKS.NS,Inventurus Knowledge Solutions Limited,EQ
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,BZ
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,BZ
IMAGICAA.NS,Imagicaaworld Entertainment Limited,EQ
IMFA.NS,Indian Metals & Ferro Alloys Limited,EQ
IMPAL.NS,India Motor Parts and Accessories Limited,EQ
INA.NS,Insolation Energy Limited,EQ
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ
INDBANK.NS,Indbank Merchant Banking Services Limited,EQ
INDGN.NS,Indegene Limited,EQ
INDHOTEL.NS,The Indian Hotels Company Limited,EQ
INDIACEM.NS,The India Cements Limited,EQ
INDIAGLYCO.NS,India Glycols Limited,EQ
INDIAMART.NS,Indiamart Intermesh Limited,EQ
INDIANB.NS,Indian Bank,EQ
INDIANCARD.NS,Indian Card Clothing Company Limited,EQ
INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ
INDIASHLTR.NS,India Shelter Finance Corporation Limited,EQ
INDIGO.NS,InterGlobe Aviation Limited,EQ
INDIGOPNTS.NS,Indigo Paints Limited,EQ
INDIQUBE.NS,Indiqube Spaces Limited,EQ
INDNIPPON.NS,India Nippon Electricals Limited,EQ
INDOAMIN.NS,Indo Amines Limited,BE
INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ
INDOCO.NS,Indoco Remedies Limited,EQ
INDOFARM.NS,Indo Farm Equipment Limited,EQ
INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ
INDOSTAR.NS,IndoStar Capital Finance Limited,EQ
INDOTECH.NS,Indo Tech Transformers Limited,BE
INDOTHAI.NS,Indo Thai Securities Limited,EQ
INDOUS.NS,Indo Us Biotech Limited,EQ
INDOWIND.NS,Indowind Energy Limited,BE
INDPRUD.NS,Industrial & Prudential Investment Company Limited,EQ
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,EQ
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,EQ
INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ
INDUSINDBK.NS,IndusInd Bank Limited,EQ
INDUSTOWER.NS,Indus Towers Limited,EQ
INFOBEAN.NS,InfoBeans Technologies Limited,EQ
INFOMEDIA.NS,Infomedia Press Limited,EQ
INFY.NS,Infosys Limited,EQ
INGERRAND.NS,Ingersoll Rand (India) Limited,EQ
INNOVACAP.NS,Innova Captab Limited,EQ
INNOVANA.NS,Innovana Thinklabs Limited,EQ
INNOVISION.NS,Innovision Limited,EQ
INOXGREEN.NS,Inox Green Energy Services Limited,EQ
INOXINDIA.NS,INOX India Limited,EQ
INOXWIND.NS,Inox Wind Limited,EQ
INSECTICID.NS,Insecticides (India) Limited,EQ
INSPIRISYS.NS,Inspirisys Solutions Limited,BE
INTELLECT.NS,Intellect Design Arena Limited,EQ
INTENTECH.NS,Intense Technologies Limited,EQ
INTERARCH.NS,Interarch Building Solutions Limited,EQ
INTLCONV.NS,International Conveyors Limited,EQ
INVENTURE.NS,Inventure Growth & Securities Limited,EQ
INVPRECQ.NS,Investment & Precision Castings Limited,EQ
IOB.NS,Indian Overseas Bank,EQ
IOC.NS,Indian Oil Corporation Limited,EQ
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ
IONEXCHANG.NS,ION Exchange (India) Limited,EQ
IPCALAB.NS,IPCA Laboratories Limited,EQ
IPL.NS,India Pesticides Limited,EQ
IRB.NS,IRB Infrastructure Developers Limited,EQ
IRCON.NS,Ircon International Limited,EQ
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ
IREDA.NS,Indian Renewable Energy Development Agency Limited,EQ
IRFC.NS,Indian Railway Finance Corporation Limited,EQ
IRIS.NS,IRIS RegTech Solutions Limited,EQ
IRISDOREME.NS,Iris Clothings Limited,EQ
IRMENERGY.NS,IRM Energy Limited,EQ
ISFT.NS,Intrasoft Technologies Limited,EQ
ISGEC.NS,Isgec Heavy Engineering Limited,EQ
ISHANCH.NS,Ishan Dyes and Chemicals Limited,EQ
ITC.NS,ITC Limited,EQ
ITCHOTELS.NS,ITC Hotels Limited,EQ
ITDC.NS,India Tourism Development Corporation Limited,EQ
ITI.NS,ITI Limited,EQ
IVALUE.NS,Ivalue Infosolutions Limited,EQ
IVC.NS,IL&FS Investment Managers Limited,EQ
IVP.NS,IVP Limited,BE
IWP.NS,The Indian Wood Products Company Limited,EQ
IXIGO.NS,Le Travenues Technology Limited,EQ
IZMO.NS,IZMO Limited,EQ
J&KBANK.NS,The Jammu & Kashmir Bank Limited,EQ
JAGRAN.NS,Jagran Prakashan Limited,EQ
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ
